__Dt_Conclusao_Ensino_Medio,Matriz_Estrutura_Curso,Periodo_letivo_ini,Dt_Nascimento,Tipo_escola_Origem,sexo,Texto_cidade,Ano_Conclusao_Graduacao,Desc_Curso_Graduacao,Pai_Falecido,Mae_Falecida,Desc_Cor,Profissao,Cod_Grau_Instrucao,Estado_Titulo_Ele,Data_Titulo_Ele,DESC_NACIONALIDADE,Desc_Escola_2_Grau,Desc_Escola_Graduacao,Desc_Naturalidade,Desc_Turno,Desc_Estado_Civil,Desc_Tipo_Escola_Origem,Desc_Cota,Desc_Turno_Ini,Status,Idade,Anos_Apos_Graduacao,n_matriculas_pessoa,primeira_matricula,reingresso,n_matriculas_maior_que_1
,20,1,144,2.0,1,,,,0.0,0.0,1,,,,,,,,,1,,2.0,,1,1.0,27,,1,1,0,0
2017.0,73,1,145,0.0,0,0.0,2023.0,22.0,0.0,0.0,0,1.0,0.0,0.0,126.0,0.0,76.0,4.0,0.0,0,0.0,0.0,0.0,0,0.0,23,1.0,1,1,0,0
,20,2,146,2.0,0,0.0,,,0.0,0.0,1,26.0,1.0,0.0,127.0,0.0,77.0,,20.0,0,1.0,2.0,,0,1.0,40,,1,1,0,0
2010.0,20,2,147,2.0,0,1.0,,,0.0,0.0,1,1.0,2.0,0.0,128.0,0.0,75.0,,4.0,0,0.0,2.0,,0,1.0,22,,1,1,0,0
,20,1,148,,1,0.0,2001.0,4.0,0.0,0.0,2,2.0,0.0,0.0,129.0,0.0,,16.0,0.0,0,1.0,,1.0,0,0.0,42,19.0,2,1,1,1
,20,2,149,2.0,0,21.0,,,0.0,0.0,1,,1.0,,,0.0,,,40.0,0,,2.0,,0,0.0,21,,1,1,0,0
,20,2,150,2.0,0,0.0,,,,,1,3.0,0.0,0.0,130.0,0.0,78.0,,41.0,0,0.0,2.0,1.0,0,0.0,37,,1,1,0,0
,20,1,75,,1,0.0,2014.0,35.0,0.0,0.0,1,3.0,0.0,0.0,131.0,0.0,,25.0,0.0,0,1.0,,1.0,0,0.0,31,5.0,2,1,1,1
,73,1,75,,1,0.0,2014.0,35.0,0.0,0.0,1,3.0,0.0,0.0,131.0,0.0,,25.0,0.0,0,1.0,,0.0,0,1.0,35,9.0,2,0,1,1
2004.0,20,2,151,0.0,0,0.0,,,0.0,0.0,0,11.0,2.0,0.0,132.0,0.0,79.0,,0.0,0,1.0,0.0,1.0,0,1.0,30,,1,1,0,0
2016.0,73,1,152,0.0,0,0.0,2023.0,4.0,0.0,0.0,5,27.0,,0.0,133.0,0.0,80.0,4.0,0.0,0,0.0,0.0,0.0,0,0.0,25,1.0,1,1,0,0
2012.0,20,2,153,0.0,0,1.0,,,0.0,0.0,0,1.0,1.0,0.0,134.0,0.0,81.0,,2.0,2,0.0,0.0,1.0,2,1.0,23,,1,1,0,0
2008.0,20,2,154,2.0,0,0.0,2017.0,22.0,0.0,0.0,2,1.0,1.0,0.0,135.0,0.0,36.0,1.0,0.0,0,0.0,2.0,1.0,2,1.0,26,0.0,1,1,0,0
2010.0,73,1,155,0.0,0,0.0,,,0.0,0.0,0,,0.0,0.0,136.0,0.0,18.0,,0.0,0,0.0,0.0,1.0,0,0.0,30,,1,1,0,0
2009.0,20,1,156,,0,0.0,,,0.0,0.0,1,,0.0,0.0,137.0,0.0,82.0,,0.0,0,1.0,,1.0,0,1.0,26,,1,1,0,0
2006.0,20,2,157,2.0,1,0.0,2010.0,,0.0,0.0,2,1.0,1.0,0.0,138.0,0.0,83.0,32.0,0.0,0,0.0,2.0,1.0,0,1.0,28,6.0,1,1,0,0
,20,2,158,2.0,0,0.0,,,0.0,0.0,0,1.0,3.0,,139.0,0.0,84.0,,0.0,0,0.0,2.0,1.0,0,1.0,26,,1,1,0,0
,20,1,159,,0,,,,0.0,0.0,1,,1.0,,,,,,,2,,,1.0,2,0.0,37,,1,1,0,0
2008.0,20,2,160,0.0,0,0.0,2016.0,47.0,0.0,0.0,1,,1.0,0.0,140.0,0.0,75.0,0.0,0.0,0,0.0,0.0,1.0,0,1.0,25,0.0,1,1,0,0
2009.0,20,2,161,0.0,1,0.0,,,0.0,1.0,2,1.0,1.0,0.0,141.0,0.0,85.0,,0.0,2,0.0,0.0,1.0,2,1.0,25,,1,1,0,0
2013.0,20,1,162,1.0,1,0.0,,,0.0,0.0,1,,,0.0,142.0,0.0,86.0,,0.0,0,0.0,1.0,1.0,0,1.0,26,,1,1,0,0
2001.0,73,1,163,2.0,0,7.0,2013.0,48.0,0.0,1.0,2,10.0,4.0,0.0,143.0,0.0,87.0,33.0,42.0,0,1.0,2.0,1.0,0,1.0,38,9.0,1,1,0,0
,20,2,164,2.0,0,0.0,,,0.0,0.0,1,3.0,12.0,,,0.0,,,43.0,0,0.0,2.0,,0,1.0,26,,1,1,0,0
,20,1,165,0.0,0,22.0,2010.0,,0.0,0.0,4,10.0,4.0,0.0,144.0,0.0,,18.0,44.0,0,1.0,0.0,1.0,0,1.0,38,9.0,1,1,0,0
2014.0,20,1,166,0.0,0,3.0,2019.0,22.0,0.0,0.0,0,1.0,1.0,0.0,145.0,0.0,5.0,11.0,14.0,0,0.0,0.0,1.0,0,1.0,23,1.0,1,1,0,0
2006.0,20,1,167,1.0,0,0.0,2013.0,49.0,0.0,0.0,1,11.0,3.0,0.0,146.0,0.0,88.0,0.0,0.0,1,0.0,1.0,,1,1.0,26,2.0,1,1,0,0
,20,1,168,,0,,,,0.0,0.0,1,,1.0,,,,,,,2,,,1.0,2,0.0,56,,1,1,0,0
,20,1,169,,0,0.0,2010.0,3.0,,,1,,1.0,0.0,147.0,0.0,,5.0,0.0,0,0.0,,0.0,0,0.0,37,11.0,1,1,0,0
,20,1,170,,0,0.0,2019.0,50.0,0.0,0.0,0,11.0,,0.0,148.0,0.0,,34.0,27.0,0,0.0,,1.0,0,0.0,26,1.0,1,1,0,0
,20,1,171,,0,0.0,2019.0,14.0,0.0,0.0,2,28.0,,0.0,149.0,0.0,,5.0,0.0,0,1.0,,1.0,0,1.0,33,1.0,1,1,0,0
2002.0,20,2,172,2.0,0,8.0,,,0.0,0.0,2,10.0,3.0,0.0,150.0,0.0,89.0,,3.0,0,0.0,2.0,,0,1.0,29,,1,1,0,0
2015.0,73,1,173,2.0,0,10.0,2021.0,13.0,0.0,0.0,0,1.0,,0.0,151.0,0.0,15.0,0.0,45.0,0,0.0,2.0,1.0,0,0.0,24,1.0,1,1,0,0
1990.0,73,1,174,1.0,0,0.0,1999.0,,,,0,3.0,4.0,0.0,152.0,0.0,90.0,5.0,0.0,0,0.0,1.0,1.0,0,1.0,51,24.0,2,0,1,1
1990.0,20,1,174,1.0,0,0.0,1999.0,,,,0,3.0,4.0,0.0,152.0,0.0,90.0,5.0,0.0,0,0.0,1.0,1.0,0,0.0,48,21.0,2,1,1,1
2008.0,20,1,175,2.0,0,0.0,2019.0,51.0,0.0,0.0,0,1.0,0.0,0.0,153.0,0.0,91.0,35.0,0.0,0,0.0,2.0,1.0,0,0.0,30,1.0,1,1,0,0
2008.0,20,1,176,0.0,0,0.0,2019.0,37.0,0.0,0.0,2,1.0,1.0,0.0,154.0,0.0,51.0,36.0,0.0,0,0.0,0.0,1.0,0,1.0,31,1.0,1,1,0,0
2007.0,20,2,177,0.0,0,0.0,,,0.0,0.0,2,1.0,6.0,0.0,155.0,0.0,92.0,,0.0,0,0.0,0.0,1.0,0,0.0,26,,1,1,0,0
,20,1,178,,1,0.0,2017.0,37.0,0.0,0.0,1,13.0,3.0,0.0,156.0,0.0,,5.0,0.0,0,1.0,,1.0,2,1.0,28,1.0,1,1,0,0
2012.0,20,1,179,0.0,0,0.0,,,0.0,0.0,1,1.0,,0.0,157.0,0.0,93.0,,0.0,0,0.0,0.0,1.0,0,0.0,24,,1,1,0,0
,20,2,180,2.0,1,,,,0.0,0.0,1,3.0,9.0,,,0.0,,,,0,,2.0,,0,1.0,42,,1,1,0,0
,20,2,181,2.0,0,0.0,,,0.0,0.0,1,29.0,2.0,0.0,158.0,0.0,,,46.0,0,0.0,2.0,1.0,0,1.0,26,,1,1,0,0
2008.0,20,2,158,0.0,1,0.0,2017.0,13.0,0.0,0.0,0,1.0,3.0,0.0,159.0,0.0,94.0,0.0,0.0,2,0.0,0.0,1.0,2,1.0,27,0.0,2,0,1,1
2008.0,20,1,158,0.0,1,0.0,2017.0,13.0,0.0,0.0,0,1.0,3.0,0.0,159.0,0.0,94.0,0.0,0.0,1,0.0,0.0,1.0,1,0.0,27,0.0,2,1,1,1
2010.0,20,1,182,2.0,1,1.0,2019.0,1.0,0.0,0.0,0,1.0,1.0,0.0,30.0,0.0,19.0,4.0,0.0,0,0.0,2.0,1.0,0,1.0,26,1.0,1,1,0,0
,20,1,183,,1,13.0,2021.0,0.0,0.0,0.0,2,1.0,0.0,0.0,160.0,0.0,,5.0,0.0,0,1.0,,0.0,0,0.0,29,0.0,1,1,0,0
,73,1,184,,0,0.0,2015.0,4.0,0.0,0.0,2,19.0,0.0,0.0,161.0,0.0,,37.0,0.0,0,1.0,,0.0,0,0.0,32,8.0,2,0,1,1
,20,1,184,,0,0.0,2015.0,4.0,0.0,0.0,2,19.0,0.0,0.0,161.0,0.0,,37.0,0.0,0,1.0,,1.0,0,0.0,29,5.0,2,1,1,1
,73,1,185,,0,0.0,2022.0,7.0,0.0,0.0,2,30.0,0.0,0.0,162.0,0.0,,38.0,0.0,0,0.0,,0.0,0,0.0,33,2.0,1,1,0,0
2007.0,20,1,186,1.0,0,0.0,2015.0,52.0,0.0,0.0,2,3.0,1.0,0.0,163.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0,0.0,32,5.0,3,0,1,1
2007.0,20,2,186,1.0,0,0.0,2015.0,52.0,0.0,0.0,2,3.0,1.0,0.0,163.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0,0.0,28,1.0,3,1,1,1
,73,1,187,4.0,0,0.0,2011.0,53.0,0.0,0.0,0,2.0,,0.0,164.0,0.0,,23.0,0.0,0,3.0,4.0,0.0,0,0.0,39,13.0,1,1,0,0
,20,1,188,,0,0.0,2019.0,54.0,,,2,,1.0,0.0,165.0,0.0,,19.0,0.0,2,0.0,,1.0,2,0.0,31,-1.0,1,1,0,0
2012.0,20,1,189,2.0,0,14.0,2018.0,3.0,0.0,0.0,1,1.0,3.0,0.0,166.0,0.0,95.0,7.0,0.0,0,0.0,2.0,1.0,2,1.0,23,0.0,1,1,0,0
2011.0,20,1,190,2.0,1,0.0,,,0.0,0.0,1,,11.0,0.0,60.0,0.0,96.0,,0.0,0,0.0,2.0,1.0,0,1.0,25,,1,1,0,0
,73,1,191,,0,0.0,2016.0,26.0,0.0,0.0,2,3.0,4.0,0.0,167.0,0.0,,22.0,0.0,0,0.0,,0.0,0,0.0,33,8.0,1,1,0,0
2005.0,20,1,192,2.0,0,0.0,,,0.0,0.0,0,1.0,2.0,0.0,168.0,0.0,97.0,,0.0,1,0.0,2.0,,1,1.0,27,,1,1,0,0
2012.0,20,1,193,4.0,0,1.0,2018.0,55.0,1.0,0.0,0,31.0,0.0,0.0,169.0,0.0,98.0,0.0,0.0,0,0.0,4.0,1.0,0,0.0,25,2.0,1,1,0,0
2013.0,20,1,194,0.0,0,0.0,2017.0,56.0,0.0,0.0,2,11.0,0.0,0.0,170.0,0.0,99.0,16.0,0.0,0,0.0,0.0,1.0,0,0.0,23,2.0,2,1,1,1
2008.0,73,1,195,2.0,0,0.0,2018.0,0.0,0.0,0.0,1,1.0,1.0,0.0,171.0,0.0,66.0,0.0,0.0,0,0.0,2.0,1.0,0,0.0,31,4.0,2,0,1,1
2008.0,20,1,195,2.0,0,0.0,2018.0,0.0,0.0,0.0,1,1.0,1.0,0.0,171.0,0.0,66.0,0.0,0.0,0,0.0,2.0,1.0,0,0.0,28,1.0,2,1,1,1
2010.0,20,1,170,2.0,0,0.0,,,0.0,0.0,2,1.0,1.0,,,0.0,100.0,,0.0,0,0.0,2.0,1.0,2,0.0,24,,1,1,0,0
,20,1,196,,0,0.0,2019.0,51.0,0.0,0.0,1,,0.0,0.0,172.0,0.0,,12.0,3.0,0,,,1.0,0,1.0,24,1.0,1,1,0,0
,20,1,197,,1,23.0,2020.0,40.0,0.0,0.0,0,,0.0,0.0,173.0,0.0,,5.0,12.0,0,0.0,,0.0,0,1.0,24,1.0,1,1,0,0
2006.0,20,2,198,0.0,0,0.0,,,0.0,0.0,2,1.0,1.0,0.0,174.0,0.0,101.0,,0.0,0,0.0,0.0,1.0,2,0.0,28,,1,1,0,0
